offer_number	tpnb	Item_description	offer_start_date	offer_end_date	store	format_name	meta_store_id	sg_cd	forecast	capacity
S5762962	120502848	SYOSS OLEO INT 3-10 TM HNEDY	24.8.21	20.9.21	1032	HM	101	C32BC	1.232002776	7
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	1030	HM	1	A11CA	2247.624271	0
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	4116	1K	2	A12AD	94.18294295	0
S5561019	115952297	DREVENE UHLIE 5 KG	25.8.21	7.9.21	1054	HM	1	L3CAA		0
S5722434	220293971	REX MEN SPRAY CL SC 100 ml	25.8.21	7.9.21	1013	HM	1	C39AA	0.861999138	0
S5561019	115952297	DREVENE UHLIE 5 KG	25.8.21	7.9.21	1022	HM	1	L3CAA		0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1007	HM	101	C00AB	3.69633456	6
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	4054	EX	2	A11CA	760.0188436	0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1009	HM	101	C00AB	5.3248536	6
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	1101	HM	1	A11CA	3759.675131	0
S5561019	115952297	DREVENE UHLIE 5 KG	25.8.21	7.9.21	1001	HM	1	L3CAA		0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	4104	1K	2	C00AB	1.44029844	0
S5617311	220003983	Surf Mount Fresh Prací prá ok 1,3 kg	25.8.21	7.9.21	1023	HM	1	C00AA	4.957592016	0
S5617311	220003983	Surf Mount Fresh Prací prá ok 1,3 kg	25.8.21	7.9.21	1040	HM	1	C00AA	4.399014906	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	4056	EX	2	A11CA	681.9657342	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	4123	1K	2	A11CA	1962.915825	0
S5762962	120502848	SYOSS OLEO INT 3-10 TM HNEDY	24.8.21	20.9.21	1044	HM	101	C32BC	1.263822875	7
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	1044	HM	1	A12AD	456.3277957	0
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	4102	1K	2	A12AD	171.1593867	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	1034	HM	1	A11CA	2324.01343	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	1032	HM	1	A11CA	1455.938914	0
S5617311	220003983	Surf Mount Fresh Prací prá ok 1,3 kg	25.8.21	7.9.21	1122	HM	1	C00AA	5.402322783	0
S5699076	220312864	Misa protein jahoda 400 ml	25.8.21	30.8.21	1010	HM	1	A61CB	10.26107408	0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1005	HM	101	C00AB	9.22283388	6
S5762962	120502848	SYOSS OLEO INT 3-10 TM HNEDY	24.8.21	20.9.21	1052	HM	101	C32BC	1.066272892	7
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	4001	HM	2	A12AD	86.68966081	0
S5561019	115952297	DREVENE UHLIE 5 KG	25.8.21	7.9.21	1008	HM	1	L3CAA		0
S5617311	220003983	Surf Mount Fresh Prací prá ok 1,3 kg	25.8.21	7.9.21	1035	HM	1	C00AA	3.387657897	0
S5762962	120502848	SYOSS OLEO INT 3-10 TM HNEDY	24.8.21	20.9.21	1003	HM	101	C32BC	1.982747013	7
S5561019	115952297	DREVENE UHLIE 5 KG	25.8.21	7.9.21	1040	HM	1	L3CAA		0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1002	HM	101	C00AB	7.0882452	6
S5699076	220312864	Misa protein jahoda 400 ml	25.8.21	30.8.21	1006	HM	1	A61CB	13.54791003	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	1028	HM	1	A11CA	2926.910935	0
S5561019	115952297	DREVENE UHLIE 5 KG	25.8.21	7.9.21	1111	HM	1	L3CAA		0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	4102	1K	2	C00AB	2.03802598	0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1001	HM	101	C00AB	8.82956268	6
S5617311	220003983	Surf Mount Fresh Prací prá ok 1,3 kg	25.8.21	7.9.21	1006	HM	1	C00AA	6.513973011	0
S5762962	120502848	SYOSS OLEO INT 3-10 TM HNEDY	24.8.21	20.9.21	1101	HM	101	C32BC	1.71976525	7
S5722434	220293971	REX MEN SPRAY CL SC 100 ml	25.8.21	7.9.21	1056	HM	1	C39AA	0.882999117	0
S5762962	120502848	SYOSS OLEO INT 3-10 TM HNEDY	24.8.21	20.9.21	1056	HM	101	C32BC	1.193186196	7
S5722437	220278296	REXONA DEO ULTIMATE FRES 150ml	25.8.21	7.9.21	1015	HM	1	C39AB	2.250097356	0
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	1131	HM	1	A12AD	341.3395123	0
S5762962	120502848	SYOSS OLEO INT 3-10 TM HNEDY	24.8.21	20.9.21	1007	HM	101	C32BC	1.70869069	7
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	4047	1K	2	A12AD	130.8880041	0
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	1012	HM	1	A12AD	791.5011349	0
S5617311	220003983	Surf Mount Fresh Prací prá ok 1,3 kg	25.8.21	7.9.21	1047	HM	1	C00AA	8.01833175	0
S5722434	220293971	REX MEN SPRAY CL SC 100 ml	25.8.21	7.9.21	1011	HM	1	C39AA	0.861999138	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	4058	1K	2	A11CA	959.5470994	0
S5722434	220293971	REX MEN SPRAY CL SC 100 ml	25.8.21	7.9.21	1054	HM	1	C39AA	0.891999108	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	4052	EX	2	A11CA	1136.565158	0
S5722434	220293971	REX MEN SPRAY CL SC 100 ml	25.8.21	7.9.21	1032	HM	1	C39AA	0.891999108	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	1040	HM	1	A11CA	1107.3806	0
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	4143	1K	2	A12AD	175.6072708	0
S5722437	220278296	REXONA DEO ULTIMATE FRES 150ml	25.8.21	7.9.21	1006	HM	1	C39AB	2.343339856	0
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	4010	1K	2	A12AD	76.6077903	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	4121	1K	2	A11CA	2784.87101	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	1038	HM	1	A11CA	2874.819472	0
S5722434	220293971	REX MEN SPRAY CL SC 100 ml	25.8.21	7.9.21	4162	HM	2	C39AA	0.88	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	4066	EX	2	A11CA	995.3769397	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	1036	HM	1	A11CA	1317.144881	0
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	1053	HM	1	A12AD	547.7668753	0
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	1021	HM	1	A12AD	449.6348641	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	4062	EX	2	A11CA	1442.250971	0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	4101	1K	2	C00AB	4.01889726	0
S5722434	220293971	REX MEN SPRAY CL SC 100 ml	25.8.21	7.9.21	1121	HM	1	C39AA	0.891999108	0
S5762962	120502848	SYOSS OLEO INT 3-10 TM HNEDY	24.8.21	20.9.21	1015	HM	101	C32BC	1.907588428	7
S5762962	120502848	SYOSS OLEO INT 3-10 TM HNEDY	24.8.21	20.9.21	1011	HM	101	C32BC	1.147808207	7
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	1111	HM	1	A11CA	1897.842333	0
S5617311	220003983	Surf Mount Fresh Prací prá ok 1,3 kg	25.8.21	7.9.21	1018	HM	1	C00AA	5.625409881	0
S5722434	220293971	REX MEN SPRAY CL SC 100 ml	25.8.21	7.9.21	1033	HM	1	C39AA	0.884999115	0
S5722434	220293971	REX MEN SPRAY CL SC 100 ml	25.8.21	7.9.21	1010	HM	1	C39AA	0.861999138	0
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	1030	HM	1	A12AD	443.7475631	0
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	4152	1K	2	A12AD	201.9499642	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	4129	1K	2	A11CA	1687.19921	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	4133	EX	2	A11CA	1386.841255	0
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	1007	HM	1	A12AD	434.3588674	0
S5807016	207049332	TS PARADAJKY CHERRY NA STONKE 500g	25.8.21	30.8.21	4042	1K	2	A12AD	134.6707091	0
S5807017	207598328	KUKURICA LAHODKO VA KS	25.8.21	30.8.21	1044	HM	1	A11CA	2329.082734	0
S5561019	115952297	DREVENE UHLIE 5 KG	25.8.21	7.9.21	1033	HM	1	L3CAA		0
S5699076	220312864	Misa protein jahoda 400 ml	25.8.21	30.8.21	1002	HM	1	A61CB	11.3449522	0
S5561019	115952297	DREVENE UHLIE 5 KG	25.8.21	7.9.21	1019	HM	1	L3CAA		0
S5561019	115952297	DREVENE UHLIE 5 KG	25.8.21	7.9.21	1026	HM	1	L3CAA		0
S5617316	220199802	SURF COLOR GEL TROPICAL 60w	25.8.21	7.9.21	1003	HM	101	C00AB	7.98153264	6
S5617311	220003983	Surf Mount Fresh Prací prá ok 1,3 kg	25.8.21	7.9.21	1030	HM	1	C00AA	7.562606688	0
